267,1369349
268,1368663
269,1368590
270,1367244
271,1365564
272,1363441
273,1363159
274,1362425
275,1357514
276,1352522
277,1351743
278,1349217
279,1345629
280,1342582
281,1339809
282,1337033
283,1334933
284,1331938
285,1331632
286,1328406
287,1327613
288,1327206
289,1326746
290,1314970
291,1314579
292,1314096
293,1312663
294,1307603
295,1307220
296,1305634
297,1305386
298,1305002
299,1304187
300,1301104
301,1297694
302,1296506
303,1295024
304,1293470
305,1291192
306,1285513
307,1280431
308,1280311
309,1277616
310,1276844
311,1273705
312,1273361
313,1273317
314,1271567
315,1267296
316,1262806
317,1258499
318,1257736
319,1253754
320,1252855
321,1247879
322,1245556
323,1245472
324,1245018
325,1238641
326,1238626
327,1238535
328,1236862
329,1235334
330,1229207
331,1227192
332,1226791
333,1223921
334,1223683
335,1223304
336,1222213
337,1218916
338,1207093
339,1205947
340,1204693
341,1204643
342,1201886
343,1201251
344,1200677
345,1199979
346,1197953
347,1195577
348,1194959
349,1194132
350,1192496
351,1191464
352,1191225
353,1179757
354,1178139
355,1177580
356,1177148
357,1176111
358,1175122
359,1173243
360,1171937
361,1171583
362,1160926
363,1159743
364,1158482
365,1157877
366,1157682
367,1154733
368,1153653
369,1152661
370,1149897
371,1149260
372,1148130
373,1145684
374,1140700
375,1136412
376,1136302
377,1136167
378,1135576
379,1134506
380,1134298
381,1132507
382,1131134
383,1130159
384,1129562
385,1122518
386,1118678
387,1114528
388,1113884
389,1113390
390,1113118
391,1110317
392,1106345
393,1104367
394,1103602
395,1101921
396,1100717
397,1100392
398,1098126
399,1095647
400,1095524
401,1095241
402,1095126
403,1090104
404,1089831
405,1089062
406,1087488
407,1085661
408,1084714
409,1081791
410,1081485
411,1079821
412,1076668
413,1070009
414,1069941
415,1066494
416,1061979
417,1060676
418,1059768
419,1058835
420,1055179
421,1046483
422,1043863
423,1043828
424,1041597
425,1041171
426,1040703
427,1038221
428,1031701
429,1030030
430,1027568
431,1026401
432,1025681
433,1025519
434,1023638
435,1023439
436,1023126
437,1019813
438,1018570
439,1018235
440,1017926
441,1015975
442,1015659
443,1015227
444,1014537
445,1012453
446,1012071
447,1011368
448,1005049
449,1004935
450,1004458
451,1000072
452,998881
453,998410
454,998093
455,996414
456,996243
457,996097
458,994943
459,993925
460,991602
461,989796
462,989309
463,988988
464,988140
465,987910
466,985240
467,983819
468,983779
469,977785
470,976705
471,976508
472,976499
473,971309
474,967024
475,966058
476,965437
477,961319
478,960507
479,958380
480,957513
481,957496
482,956541
483,955464
484,954101
485,953670
486,953628
487,948616
488,947289
489,946911
490,946877
491,946499
492,945985
493,942113
494,942067
495,941818
496,939883
497,939710
498,939702
499,939485
500,939419
501,939150
502,938701
503,938333
504,934417
505,934294
506,933528
507,933280
508,931054
509,927077
510,925790
511,924342
512,921655
513,918022
514,916627
515,915493
516,913703
517,913426
518,912128
519,911727
520,910937
521,909464
522,908764
523,908500
524,908043
525,906771
526,905749
527,905260
528,901911
529,900715
530,900261
531,899506
532,899161
533,894570
534,893105
535,893037
536,892842
537,892775
538,890004
539,888362
540,887297
541,886681
542,886405
543,885928
544,885579
545,885166
546,884253
547,879696
548,879139
549,876129
550,873320
551,873094
552,872025
553,871434
554,870852
555,868578
556,867115
557,866324
558,866049
559,864137
560,863023
561,862530
562,861978
563,861607
564,861483
565,860941
566,858925
567,857998
568,857607
569,855683
570,854307
571,853987
572,853406
573,851134
574,849727
575,848383
576,847608
577,847580
578,846270
579,844272
580,843691
581,842909
582,842384
583,841068
584,840107
585,838469
586,837579
587,836360
588,834175
589,834120
590,833827
591,833613
592,829899
593,829001
594,828210
595,828107
596,827782
597,827752
598,826367
599,820392
600,819476
601,818913
602,818843
603,818398
604,818042
605,817391
606,814517
607,813971
608,813794
609,812788
610,811837
611,811749
612,810668
613,809536
614,809406
615,808591
616,806114
617,804897
618,804738
619,804644
620,803168
621,801469
622,799578
623,798310
624,797546
625,797422
626,796071
627,793073
628,792466
629,792452
630,792025
631,791978
632,791070
633,790991
634,789838
635,789649
636,787453
637,786373
638,785356
639,785172
640,784630
641,784150
642,783470
643,783290
644,783200
645,782505
646,781063
647,780932
648,780311
649,780216
650,776521
651,776447
652,776340
653,775805
654,774909
655,774777
656,774356
657,773490
658,771789
659,771454
660,768140
661,767092
662,764685
663,763776
664,763559
665,762959
666,760679
667,760420
668,759997
669,758182
670,756511
671,756405
672,755600
673,755186
674,754516
675,753798
676,751948
677,751274
678,749777
679,748171
680,747770
681,746572
682,744706
683,744438
684,743751
685,743376
686,742697
687,742525
688,742139
689,741923
690,740589
691,740570
692,740138
693,739845
694,739264
695,737527
696,735207
697,734850
698,734020
699,733651
700,733501
701,733452
702,732553
703,731667
704,731589
705,729774
706,729025
707,727337
708,726958
709,725992
710,724861
711,724727
712,724080
713,723998
714,722782
715,721719
716,721476
717,720076
718,719631
719,718577
720,717767
721,717333
722,717291
723,715974
724,715159
725,714062
726,713191
727,712837
728,712320
729,711496
730,711211
731,709847
732,707736
733,707665
734,706818
735,706140
736,706093
737,704916
738,704466
739,701697
740,701461
741,700449
742,699285
743,698525
